review,sentiment
it had all the cliches of movies of this type and no substance the plot went nowhere and at the end of the movie i felt like a sucker for watching it the production was good however the script and acting were bmovie quality the casting was poor because there were good actors mixed in with crumby actors the good actors did not hold their own nor did they lift up the others this movie is not worthy of more words but i will say more to meet the minimum requirement of ten lines james wood and cuba gooding jr play caricatures of themselves in other movies if you are looking for mindless entertainment i still wouldnt recommend this movie,negative
this movie is based on the book a many splendored thing by han suyin and tackles issues of race relations between asians and whites a topic that comes from hans personal experiences as an eurasian growing up in china that background and the beautiful hong kong settings gives this love story a unique and rather daring atmosphere for its time other than that the story is a stereotypical romance with a memorable song that is perhaps more remembered than the movie itself the beautiful jennifer jones looks the part and gives a wonderful oscar nominated performance as a doctor of mixed breed during the advent of communism in mainland china william holden never looked better playing a romantic lead as a journalist covering war torn regions in the world the acting is top notch and the chemistry between the two lovers provides for some genuine moments of silver screen affection sure to melt the hearts of those who are romantically inclined the cinematography really brings out fiftys hong kong especially the hilltop overlooking the harbor where the two lovers spend their most intimate moments the ending is a real tearjerker some may consider sentimental romances passe but for those who enjoy classic hollywood love stories this is a shining example,positive
of all the films i have seen this one the rage has got to be one of the worst yet the direction logic continuity changes in plotscript and dialog made me cry out in pain how could anyone come up with something so crappy gary busey is know for his b movies but this is a sure w movie wwaste take for example about two dozen fbi local law officers surround a trailer house with a jeep wagoneer inside the jeep is ma and is confused as to why all the cops are about within seconds a huge gun battle ensues ma being killed straight off the cops blast away at the jeep with gary and company blasting away at them the cops fall like dominoes and the jeep with gary drives around in circles and are not hit by one single bulletpellet ma is killed and gary seems to not to have noticeddamn that guy is tough truly a miracle not since the sixshooter held 300 bullets has there been such a miracle,negative
i had heard good things about states of grace and came in with an open mind i thought that gods army was okay and i thought that maybe dutcher had improved and matured as a filmmaker the film began with some shaky acting and i thought well maybe it will get better unfortunately it never did the picture starts out by introducing two elders mormon missionaries and it seems that the audience will get to know them and grow to care about them instead the story degenerates into a highly improbable series of unfortunate events highlighting blatant disobedience by the missionaries something that undeniably exists but rarely on the level that dutcher portrays and it becomes almost laughable dutchers only success in this movie is his successful alienation of his target audience by unrealistically and inaccurately portraying the lives of mormon missionaries dutcher accomplishes nothing more than angering his predominantly mormon audience the film in no way reflects reality missions are nothing like what dutcher shows having served a mormon mission myself i can attest to this fact and gang life in california certainly contains much more explicit language than the occasional mild vulgarity the conclusion which i am assuming was supposed to touch the audience and inspire them to believe that forgiveness is available to all was both unbelievable cmon the entire mission gathers to see this elder sent home and the mom and the girl are standing right next to each other and cheesy next time dutcher try making a movie that someone can identify with,negative
this movie struck home for me being 29 i remember the 80s and my father working in a factory i figured if i worked hard too if i had pride and never gave up i too could have the american dream the house a few kids a car all to call my own i have noted however without a degree in something unlike my father that quit at ninth grade and a keen sense of greed and laziness you cannot get anywhere i would like to know if anyone has this movie on dvd or vhs it is made for tv and i just saw it an hour ago i see ant find it anywhere i would love to show this to my friends my pseudo friends family and other relatives see what they think and remind them that once upon a time americans would work for the sake of feeling honor and that we had pride in what we accomplished i think the feeling is still there but in a heavy downward spiral with so many things being made overseas,positive
as a disclaimer i have seen the movie 56 times in the last 15 years and i only just saw the musical this week this allowed me to judge the movie without being tainted by what was or was not in the musical however it tainted me when i watched the musical i actually believe michael douglas worked quite well in that role along with kasey i think her let me dance for you scene is one of the best parts of the movie a worthwhile addition compared to the musical the dancers and singing in the movie are much superior to the musical as well as the cast which is at least 10 times bigger easier to do in the movie of course the decors lighting dancing and singing are also much superior in the movie which should be expected and was indeed delivered the songs that were in common with the musical are better done in the movie the new ones are quite good ones and the whole movie just delivers more than the musical in my opinion especially compared to a musical which has few decors the one bad point on the movie is the obvious cuts between the actors talking and dubbed singers during the singing portions for some of the characters but their dancing is impeccable and the end product was more enjoyable than the musical,positive
protocol is an implausible movie whose only saving grace is that it stars goldie hawn along with a good cast of supporting actors the story revolves around a ditzy cocktail waitress who becomes famous after inadvertently saving the life of an arab dignitary the story goes downhill halfway through the movie and goldies charm just does not save this movie unless you are a goldie hawn fan do not go out of your way to see this film,negative
how this film could be classified as drama i have no idea if i were john voight and mary steenburgen i would be trying to erase this from my curriculum vitae it was as historically accurate as xena and hercules abraham and moses got melded into noah lot abrahams nephew lot turns up thousands of years before he would have been born canaanites wandered the earthreally what were the scriptwriters thinking was it just ignorance i remember something about noah and animals and lot and canaanites and all that stuff from sunday school or were they trying to offend the maximum number of people on the planet as possible from christians jews and muslims to historians archaeologists geologists psychologists linguists as a matter of fact did anyone not get offended anyone who had even a modicum of taste would have winced at this one,negative
preston sturgis the power and the glory was unseen by the public for nearly twenty or thirty years until the late 1990s when it resurfaced and even showed up on television in the meantime it had gained in notoriety because pauline kaels the citizen kane book had suggested that the herman mankiewicz orson welles screenplay for kane was based on sturgis screenplay here as is mentioned in the beginning of this thread for the film on the imdb web site kael overstated her case there are about six narrators who take turns dealing with the life of charles foster kane the newsreel representing ralston the henry luce clone thatchers memoirs bernstein jed leland susan alexander kane and raymond the butler each has his or her different slant on kane reflecting their faith or disappointment or hatred of the man and of course each also reveals his or her own failings when they are telling their version of kanes story this method also leads to frequent overlapping retellings of the same incident this is not the situation in the power and the glory yes like kane it is about a legendary business leader here it is tom garner spencer tracy a man who rose from the bottom to being head of the most successful railroad system in the country but there are only two narrators they are garners right hand man henry ralph morgan and his wife sarah padden this restricts the nearly three dimensional view we get at times of kane in garner henry when he narrates is talking about his boss and friend whom he respected and loved his wife is like the voice of the skeptical public she sees only the flaws in henry typical example although he worked his way up tom becomes more and more antilabor in his later years unions are troublemakers and he does not care to be slowed down by their shenanigans henry describes toms confrontation with the union in a major walkout and how it preoccupied him to the detriment of his home life but henrys wife reminds him how tom used scabs and violence to end the strike apparently blowing up the unions headquarters killing many people so we have two views of the man but one is pure white and one is pure black i am not really knocking the power and the glory for not duplicating kanes success few films do including all of orson welles other films but i am aware that the story is presented well enough to hold ones interest to the end and thanks to the performances of tracy and colleen moore as his wife sally the tragedy of the worldly success of the pair is fully brought home when they marry tom wants to do well in part to give his wife and their family the benefits he never had but in america great business success comes at a cost tom gets deeply involved with running the railroad empire he expands it and improves it constantly but it takes him away from home too much and he loses touch with sally and he also notices eve helen vinson the younger woman who becomes his mistress when sally learns of his unfaithful behavior it destroys her similarly tom too gets a full shock which makes him a martyr in the eyes of henry eve marries tom and presents him with a son but it turns out to be eves son by toms son tom jr philip trent the discovery of this incestuous cuckolding causes tom to shoot himself the film is not a total success the action jumps at times unconvincingly yet it does make the business seem real note the scene when tom tells his board of directors about his plans to purchase a small rival train line and he discusses the use of debentures for financing the plans sturgis came from a wealthy background so he could bring in this type of detail so on the whole it is a first rate film no citizen kane perhaps but of interest to movie lovers as an attempt at business realism with social commentary in depression america,positive
average and surprisingly tame fulci giallo which means it is still quite bad by normal standards but redeemed by its solid buildup and some nice touches such as a neat time twist on the issues of visions and clairvoyance the genres wellknown weaknesses are in full gear banal dialogue wooden acting illogical plot points and the finale goes on much too long while the denouement proves to be a rather lame or shall i say limp affair fulcis ironic handling of giallo norms is amusing though yellow clues wherever you look 3 out of 10 limping killers,negative
return to the 36th chamber is one of those classic kungfu movies which shaw produces back in the 70s and 80s whose genre is equivalent to the spaghetti westerns of hollywood and the protagonist gordon liu the counterpart to the westerns clint eastwood digitally remastered and a new print made for the fantastic film fest this is presented in shaw scope just like the good old days this film is a simple story of good versus evil told in 3 acts which more or less sums up the narrative of martial arts films in that era act one sets up the premise workers in a dyemill of a small village are unhappy with their lot having their wages cut by 20 by incoming manchu gangsters they cannot do much about their exploitation because none of them are martial arts skilled to take on the gangsters and their boss at first they had a minor success in getting liu to impersonate a highly skilled shaolin monk one of the best comedy sequences but their rouse got exposed when they pushed the limit of credibility by impersonating one too many times act two shows the protagonist wanting to get back at the mob however without real martial arts he embarks on a journey to shaolin temple to try and infiltrate and learn martial arts on the sly after some slapstick moments he finally gets accepted by the abbot whom he impersonated but is disappointed at the teaching methods kinda like mister miyagis style in karate kid but instead of painting fences he gets to erect scaffoldings all around the temple nothing can keep a good man down and he unwittingly builds strength endurance and learns kungfu the unorthodox way act three is where the fight fest begins with cheesy sound effects each obvious noncontact on film is given the maximum impact treatment but it is rather refreshing watching the fight scenes here with its wide angled shots to highlight clarity and detail between the sparring partners and the use of slowmotion only to showcase stunts in different angles you may find the speed of fights a tad too slow with some pause in between moves but with yuen wo ping and his style being used adnausem in hollywood flicks they sure do not make fight scenes like they used to return to the 36th chamber gets a repeat screening on monday so if youre game for a nostalgic trip down memory lane what are you waiting for,positive
spoilers all too in real life as well as in the movies familiar story that happens to many young men who are put in a war zone with a gun or rifle in their hands the case of young and innocent in never handling or firing a gun jimmy davis franchot tone has been repeated thousands of times over the centuries when men like jimmy davis are forced to take up arms for their country jimmy who at first wanted to be kicked out of the us army but was encouraged to stay by being belted in the mouth by his good friend fred p willis spencer tracy ended up on the front lines in france with jimmys unit pinned down by a german machine gun nest he single handedly put it out of commission picking off some half dozen german soldiers from the safety of a nearby church steeple it was when jimmy gunned down the last surviving german who raised his arms in surrender that an artillery shell hit the steeple seriously wounding him recovering from his wounds at an army hospital jimmy fell in love with us army volunteer nurse rose duffy gladys george rose was really in love with jimmys good friend the happy go lucky fred despite his obnoxious antics towards her it is when fred was lost during the fighting on the western front that rose thinking that he was killed fell in love and later married jimmy when fred unexpectedly showed up in the french town where jimmy now fully recovered from his wounds was stationed at things got very sticky for both him and rose who had already accepted jimmys proposal of marriage to her with wwi over and jimmy marrying rose left fred whos still in love with her a bitter and resentful young man it was almost by accident that fred ran into jimmy on the streets of new york city and discovered to his shock and surprise that he completely changed from the meek and nonviolent person that he knew before he was sent to war on the european western front smug and sure of himself and his ability to shoot a gun jimmy had become a top mobster in new york citys underworld not only that but as fred later found out his wife rose had no idea what jimmy was really involved in with jimmy telling her that he works as a law abiding and inoffensive insurance adjuster jimmys life of crime came full circle when rose after she found out about his secret life ratted him out to the police to prevent him from executing a valentine day like massacre with his gang members dressed as cops of his rival mobsters while on trial jimmy came to his senses and admitted his guilt willing to face the music and then after his three year sentence is up get his life back together spoiler alert hearing rumors from fellow convicts that rose and his best friend fred were having an affair behind his back jimmy broke out of prison ending up a fugitive from the law it is at freds circus where he works as both manger and barker that jimmy in seeing that rose as well as fred were true to him that he like at his trial had a sudden change of heart but the thought of going back to prison with at least another ten years added on to his sentence was just too much for jimmy it was then that jimmy decided to end it all by letting the police who by then tracked him down do the job that he himself did not have the heart to do for him,positive
bela lugosi appeared in several of these low budget chillers for monogram studios in the 1940s and the corpse vanishes is one of the better ones bela plays a mad scientist who kidnaps young brides and kills them and then extracts fluid from their bodies so he can keep his ageing wife looking young after a reporter and a doctor stay the night at his home and discover he is responsible for the brides deaths the following morning they report these murders to the police and the mad scientist is shot and drops dead shortly afterwards you have got almost everything in this movie the scientists assistants consist of an old hag a hunchback and dwarf her sons a thunderstorm and spooky passages in belas house bela and his wife find they sleep better in coffins rather than beds in the movie the corpse vanishes is worth a look especially for bela lugosi fans great fun rating 3 stars out of 5,positive
i cannot believe i enjoyed this as much as i did the anthology stories were better than par but the linking story and its surprise ending hooked me alot of familiar faces will keep you asking yourself where i have i seen them before forget the running time listed on new lines tape this am not no 103 minutes according to my vcr timer and imdb space maggot douses the campfire in his own special way and hikes this an 8,positive
the 33 percent of the nations nitwits that still support w bush would do well to see this movie which shows the aftermath of the french revolution and the terror of 1794 as strikingly similar to the post 911 sociopolitical landscape maybe then they could stop worrying about saving face and take the awhupping they deserve it is really a shame that when a politician ruins the country those who voted for him cannot be denied the right to ever vote again they have clearly shown they have no sense of character what really stands out in this movie is the ambiguity of a character as hopelessly doctrinaire as robespierre a haunted empty man who simplistic reductive ideology cannot help him elucidate the boundaries between safety and totalitarianism execution and murder selfdefense and patriotism his legalistic litmus tests aggravate the hopeless situation he is helped create sound like any belligerent overprivileged retarded yale cheerleaders you know of wojciech pszoniak blows the slovenly deparidieu off the screen as sympathetic as robespierres plight is it is comforting to know that shortly after the film ends he will have his jaw shot off and be sent to the guillotine,negative
as someone has already mentioned on this board it is very difficult to make a fake documentary it requires tremendous skill pacing patience directorial distance a plausible premise a narrative flow and really believable acting aka great acting such is not the case with love machine it starts to show its faux hand about the 20minute mark with 60 minutes left to watch and the viewer starts to realize that he or she is being taken in it is downhill from there director gordon eriksen simply peaked too soon but to be fair to eriksen his problems started early as he explains in the extras he began wanting to do a real doc could not get funding and settled for a cheaper way of making his film the premise people who have secret lives by posting themselves on a porn website was perhaps more interesting in 199798 when the film was made eriksen does a lot of tricky stuff a pushy host handheld cameras zooms grainy blacks and whites all i guess to elicit a sense of authenticity but it just does not work the film is confusing and forced but what ultimately brings it down is the believability of the actors and the pretty awful dialogue,negative
the hills have eyes ii is what you would expect it to be and nothing more of course it is not going to be an oscar nominated film it is just pure entertainment which you can just lose yourself in for 90 minutes the plot is basically about a group of national guard trainees who find themselves battling against the notorious mutated hillbillies on their last day of training in the desert it is just them fighting back throughout the whole film which includes a lot of violence which is basically the whole film as blood and guts are constantly flying around throughout the whole thing and also yet another graphic rape scene which is pointlessly thrown in to shock the audience i would give the hills have eyes ii 4 out of 10 for pure entertainment and that only although even then i found myself looking at my watch more and more as the film went on as it began to drag due to the fact it continued to try and shock the audience with graphic gore and the occasional jump scene just to make sure the audience stays awake the hills have eyes ii is just decent entertainment something to pass time if youre bored and nothing else 410,negative
i laughed all the way through this rotten movie it is so unbelievable a woman leaves her husband after many years of marriage has a breakdown in front of a real estate office what happens the office manager comes outside and offers her a job hilarious next thing you know the two women are going at it yep they are lesbians nothing rings true in this lifetime for women with nothing better to do movie clunky dialogue like i do not want to spend the rest of my life feeling like i had a chance to be happy and did not take it does not help there is a wealthy distant mother who disapproves of her daughters new relationship a sassy black maid unbelievable that in the year 2003 a film gets made in which there is a sassy black maid hattie mcdaniel must be turning in her grave the woman has a husband who freaks out and wants custody of the snotty teenage kids sheesh no cliche is left unturned,negative
no spoilers after hitchcocks successful first american film rebecca based upon daphne dumariers lush novel of gothic romance and intrigue he returned to some of the more familiar themes of his early british period mistaken identity and espionage as the yous settled into world war ii and the large scale war effort of civilians building planes weaponry and other necessary militia the booming film entertainment business began turning out paranoid and often jingoistic thrillers with war time themes these thrillers often involved networks of deceptive and skilled operators at work in the shadows among the good law abiding citizens knowing the director was at home in this espionage genre producer jack skirball approached hitchcock about directing a property he owned that dealt with corruption wartime sabotage and a helpless hero thrust into a vortex of coincidence and mistaken identity the darker elements of the narrative and the sharp wit of literary maven dorothy parker during her brief stint in hollywood before returning to her bohemian roots in new york city who coauthored the script were a perfect match for hitchcocks sensibilities this often neglected film tells the story of the unfortunate 25 year old barry kane robert cummings who while at work at a los angeles airplane factory meets new employee frank frye norman lloydd and moments later is framed for committing sabotage fleeing the authorities who do not believe his farfetched story he meets several characters on his way to soda city utah and finally new york city these memorable characters include a circus caravan with a car full of helpful freaks and a popular billboard model patricia martin priscilla lane who during the worst crisis of his life as well as national security he falls madly in love with of course in the land of hitchcock patricia kidnapped by the supposed saboteur barry falls for her captor thus adding romantic tension to the mix in good form for this outing hitchcock brews a national network of demure old ladies average joes and respectable businessmen who double as secret agent terrorists that harbor criminals pull guns and detonate bombs to keep things moving it is a terrific plot that takes its time moving forward and once ignited culminates in one of hitchcocks more memorable finales look for incredibly life like new york city tourist attractions all of which were recreated by art directors in hollywood due to the wartime shooting ban on public attractions while saboteur may not be one of hitchcocks most well known films it is a popular bmovie that is certainly solid and engaging with plenty of clever plot twists and as usual terrific hitchcock villains remember to look for hitchcocks cameo appearance outside a drug store in the second half of the film hitchcocks original cameo idea that was shot him fighting in sign language with his deaf wife was axed by the bureau of standards and practices who were afraid of offending the deaf,positive
i just watched the dresser this evening having only seen it once before about a dozen years ago it is not a big movie and does not try to make a big splash but my god the brilliance of the two leads leaves me just about speechless albert finney and tom courtenay are nothing less than amazing in this movie the dresser is the story of sir an aging shakespearean actor finney and his dresser norman courtenay sort of a valet putting on a production of king lear during the blitz of london in world war ii these are two men each dependent upon the other sir is almost helpless without the aid of norman to cajole wheedle and bully him into getting onstage for his 227th performance of lear and norman lives his life vicariously through sir without sir to need him he is nothing or thinks he is anyway this is a characterdriven film the plot is secondary to the interaction of the characters and as such it requires actors of the highest caliber to bring it to life finney only 47 years old is completely believable as a very old very sick petulant bullying but brilliant stage actor he hisses and fumes at his fellow actors even when they are taking their bows and courtenay is no less convincing as the mincing dresser who must sometimes act more as a mother than as a valet to his elderly employer employer is really the wrong term to use though for although technically their relationship is that of employer and employee most of the time sir and norman act like nothing so much as an old married couple yes there are others in the cast of this movie but there is no question that the true stars are finney courtenay and the marvelous script by ronald harwood that is not to say that there are not other fine performances most notably eileen atkins as the longsuffering stage manager madge there is a wonderful scene where sir and madge talk about old desires old regrets and what might have been although it does not get talked about these days it is worth remembering that the dresser was nominated for five academy awards best actor nominations for both finney and courtenay best picture best director peter yates and best adapted screenplay i had remembered this as being a good movie but i was not prepared to be as completely mesmerized as i was from beginning to end if you want to see an example of what great acting is all about and be hugely entertained all the while then i encourage you to see the dresser,positive
what happened what we have here is basically a solid and plausible premise and with a decent and talented cast but somewhere the movie loses it actually it never really got going there was a little excitement when we find out that angie is not really pregnant then find out that she is after all but that was it steve martin who is a very talented person and usually brings a lot to a movie was dreadful and his entire character was not even close to being important to this movie other than to make it longer i really would have liked to see more interactions between the main characters kate and angie and maybe try not for a pure comedy which unfortunately it was not but maybe a drama with comedic elements i think if the movie did this it could have been very funny since both actresses are quite funny in their own ways and sitting here i can think of numerous scenarios that would have been a riot,negative
i have just watched fingersmith and i am stunned to see the 810 average rating for the show not only was the plot was difficult to follow but it seems character development was randomly applied the actors were adequate but in the process of attempting to create twists and turns their characters are rendered entirely one dimensional once this happens the story really falls flat and becomes tedious and just in case anyone did not see the predictable lesbian undertones from miles way this is hammered home in the most banal terms at the end of the film the end scene is disappointing and phoned in and anyone who sat back and went oh so they were carpet munchers all along must have been out for the evening two stars for the tonsil hockey in the earlier scene which was at least a bit raunchy none for the rest of it,negative
so let us begin the movie itself is as original as cronenbergs movies would usually appear my intention to see it was certainly jjl being one of my favourite actresses she is as lovely as usual this cutie i would not say it was my favourite movie of hers still it is quite interesting and entertaining to follow the rest of the cast is not extremely impressive but it is not some kind of a miscast star array recommend with confidence,positive
besides being boring the scenes were oppressive and dark the movie tried to portray some kind of moral but fell flat with its message what were the redeeming qualities on top of that i do not think it could make librarians look any more unglamorous than it did,negative
an unmarried woman named stella bette midler gets pregnant by a wealthy man stephen collins he offers to marry her out of a sense of obligation but she turns him down flat and decides to raise the kid on her own things go ok until the child named jenny trini alvarado becomes a teenager and things gradually and predictably become worse i have seen both the silent version and sound version of stella dallas neither one affected me much and i cry easily but they were wellmade if dated trying to remake this in 1990 was just a stupid idea i guess midler had enough power after the incomprehensible success of beaches to get this made this predictably bombed the story is laughable and dated by todays standards even though midler and alvarado give good performances this film really drags and i was bored silly by the end stephen collins and marsha mason both good actors do not help in supporting roles flimsy and dull reallywho thought this would work see the 1937 stanwyck version instead i give this a 1,negative
do not torture a duckling is one of fulcis earlier and honestly in terms of storyline better films and although not the typical bloodbath that fulci is known for this is still a very unique and enjoyable film the story surrounds a small town where a series of child murders are occurring some of the colorful characters involved in the investigations either as suspects or those helping the investigation or in some cases both include the towns police force a smalltime reporter a beautiful and rich exdrug addict a young priest and his mother an old man who practices witchcraft and his female protege a mentally handicapped townsman and a deafmute little girl all of these people are interwoven into the plot to create several twists and turns until the actual killer is revealed do not torture a duckling is neither a classical giallo or a typical fulci gore film although it does contain elements of both it is more of an oldfashioned murder mystery with darker subject matter and a few scenes of graphic violence although nothing nearly as strong as some of fulcis later works this is a well written film with lots of twists that kept me guessing up until the end recommended for giallomurdermystery fans or anyone looking to check out some of fulcis nonsplatter films but do not despair do not torture still has more than it is fair share of violence and sleaze some may be put off by the subject of the child killings and one main female character has a strange habit of hitting on very young boys which is also kind of disconcerting but if that type of material does not bother you then definitely give this one a look 8510,positive
busty beauty stacie randall plays pvc clad badass bitch alexandra the faithful acolyte of faust an evil entity trapped in hell determined to free her master the malevolent minx breaks into a warehouse to steal a magical gem vital to her success but whilst conducting a satanic ritual to summon faust the silly mare accidentally enters the pentagram she has drawn on the floor which results in the loss of the gem and the release of two diminutive trolike creatures called lite and dark now alexandra must find a replacement gem which is not going to be easy the only other stone that will do the trick is worn around the neck of her exlover police detective jonathan graves peter liapis who is investigating the warehouse robbery and who knows only too well what evil alexandra is capable of meanwhile wisecracking interdimensional halfpints lite and dark get into all sorts of zany trouble as they try to find a way back home in the warped movie world of jim wynorski all females are bigbreasted babes with the fashion sense of a cheap hooker ghoulies iv is no exception every woman in this filmwhether she be a police captain a curator of antiquities or a mental patient in an asylumis hot hot hot and wears not a lot and it is this fact that makes this otherwise totally unwatchable piece of stv crap just about bearable but be warned even though the presence of seminaked quality crumpet makes the going slightly easier there is still plenty about this film to warrant it being labelled as an ordeal the acting is wooden and the dialogue is painful the black humour as the dvd blurb describes it is about as funny as a knee to the knackers with the comedic banter of lite and dark being particularly cringeworthy and the special effects are bargain basement consisting of rubbery creatures and visual effects that would have looked dated ten years earlier 310 solely for the high bimbo quotient,negative
i really like salman kahn so i was really disappointed when i seen this movie it did not have much of a plot and what they did have was not that appealing salman however did look good in the movie looked young and refreshed but was worth the price of this dvd the music was not bad it was quite nice usually indian movies are at least two to three hours long but this was a very short movie for an indian film the american actress that played in the movie is from the television hit series heroes ali larter her acting had a lot to be desired however she did look good in the indian dresses that she wore all the movie had not a lot to be desired and i hope salman does a lot better on his next movie thank you,negative
i am not sure why the producers needed to trade on the name of a somewhat successful movie franchise because the title suggests that it is a sequel to the first three movieswhich it is not even though marques houston did appear in hp3 he played a totally different character he was eight years older in this film okayso reid and martin werent the most talented and could not carry a film all by themselvesbut to trade on the horsepower franchise seems to me that there could have made some sort of reference albeit minor to the earlier movies i am sure everyone who wanted to see it was hoodwinkedinto thinking that they were seeing a sequelnot a totally different film with a familiar name and i am sorrykym whitley is not funny and could not hold a candle to the late robin harris ketty lester or dc curry in the earlier films although meagen good and mari morrow are a substantial visual diversioni have to give this a thumbs down just naming the film down to the last minute would have been ok furthermore the hudlin brothers who produced the first three movies were not involved in the making of this film,negative
this film laboured along with some of the most predictable story lines and shallow characters ever seen the writer obviously bought the playbook how to write a space disaster movie and followed it play by play in particular the stereotypical use of astronauts talking to their loved ones from outer space putting on a brave show in the face of disaster has been done time and time again max q appears to have been written in the hope that the producers would throw 50 million at the project but judging by the latter half of the film which contained numerous lame attempts at special effects the producers could only muster 50 thousand to learn that the film was nominated for a special visual effects emmy has me absolutely gobsmacked i think a handful of high school students with a pass in media studies could have created more believable effects and the plot holes are too numerous to mention but i will pick one out as an example now i am no nasa expert but surely it is highly implausible that a worker attached to the shuttle simulator would suddenly hold a position of power in the control room when things start to go pearshaped with the program surely there is someone more experienced at mission control who the program director would call on rather than a twentynine year old who has not been in the control room before the only saving grace for this film is the work of bill campbell he manages to make a good attempt at salvaging something out of the train wreck that is this script i give this film 2 out of 10 with the aboveaverage work of bill campbell in the lead role saving it from a lower mark,negative
caddyshack two is a good movie by itself but compared to the original it cant stack up robert stack is a horrible replacement for ted knight and jackie mason while funny just cant compete with rodney dangerfield ty webb is funny being the only character from the original most of the other characters in the movie lack the punch of the original henry wilcoxon for example except for the hystericly funny lawyer peter blunt being played by randy quaid every line he says reminds me of the originals humor especially the scene at his office i do not go in for law suits or motions i find out where you live and come to your house and beat down your door with a fing baseball bat make a bonfire with the chippindalemaybe roast that golden retriever arff arff arff then eat it and then i am comin upstairs junior and i am grabbing you by your brooks brothers pjs and cramming your brand new bmw up your tight a do we have an understanding offsetting his small role however is dan acroyd who is obviously no replacement for bill murray his voice is beyond irritating and everything he does isnt even funny its just stupid overall caddyshack ii is a good movie but in comparison to the awesome original it just cant cut it,negative
honestly this short film sucks the dummy used in the necro scene is pretty well made but still phony enough looking to ruin the viewing experience the unearthed dvd is crisp and clear and i have not made up my mind if this helps or hinders it if the film was a little grainy it might have added some creepiness factor to what was going on i have no idea why this film has so much hype surrounding it other than the subject matter but to be honest the necrophilia scenes in films like nekromantik and visitor q among others are more shocking than in aftermath all this talk about the film being about loneliness and all other manner of deep philosophy is bull this is an expensive beautifully filmed turd it is not that shocking it is not that disgusting if you insist on viewing it rent it i give it a 3 for the fact that not many people make explicit movies about necrophilia there should definitely be a bigger selection for us sickos the filming is good and it does have some gore if watching a rubbery looking doll get cut open is considered gore but other than that absolutely nothing going for this overhyped mess on the other hand genesis cerdas sequel to aftermath now available as a double feature released by unearthed films is an absolute masterpiece of a short film really showing what a good director cerda really is when given the right material although i do not care for aftermath at all genesis is so well made that i will forgive cerda and definitely keep an eye out for him in the future,negative
i thought that mukhsin has been wonderfully written its not just about entertainment there is tonnes of subtle messages that i think yasmin was trying to bring across and yes it might be confusing to some of youespecially if you did not watch sepet andor gubra for 76 times i bet you noticed how they use characters from the two movies before right its really ironic how the characters relate like the bossy neighbour is that prostitute from gubra and the chick at the snooker pad turns out to be the religious and wife of the pious man in the future and i absolutely love the voiceovers its crude yet awakeningly fresh like when they took a shot of the rumah tumpangan gamin signboard then there was suddenly mukhsins voice saying bismillahhirrahmannirrahim the scene when he climbed the tree it captured malaysians attitudeand in some mild way sniggering at how pathetic it is portrayed in the character for example even the kids can be really sharp tonguedcomplete with the shrill annoying voice and simply bad mouth people all movie long and how you can be such a busybody and talk about people when your own life is not sorted out all i can say is this movie totally reached my expectation if not exceeded it it kept me glued to the screen i could not even take my eyes off it not even to make out in the cinema ha ha,positive
i am not a golf fan by any means on may 26 about 1030 prime minister the movie started with a scene in the late 1800s old movies i like but not golf however within the first scene a young boy harry vardon is awaken by the voices of men he goes outside to inquire what they are doing and is told they are going to build a golf something so then i turned the television off but something stirred me and it was back on the movie is excellent we then see this young boy now a man professional golf player who is haunted with visions from his childhood then we meet the true focus of the movie francis and the decisions he makes for golf you meet his mother and father who want to protect him from the class thing that is so obvious during the period then there is little eddie lowery his caddy with encouraging words and little pushes that are instrumental in francis winning do not want to give away too much i was up until 2 before midday this is super please see the movie,positive
upon viewing tobe hoopers gem crocodile in 20 i developed a great interest in the collegecrocodile niche of the exploitationmonster genre i look forward to a wayward producer to follow up with several sequels to these delightful bonbons of camp goodness if only ed wood could bring his subtle sense of flair and dignity to these remarkable scripts with ed writing the scripts and a room full of monkees creating crocodile special effects on a computer all wed need would be a cast of crocky fodder with russ meyer breasts and ren hoek pectoral implants while tobe hoopers crocky opus referenced his own movies blood surf chose to dish out a bunch of aging themes from the chum bucket of other movies see if you can look past the revenge of the nerds sequel sets to find the allusionshomagesripoffs to jaws temple of doom indiana jones last crusade the convent godzilla 20 and any james bond movie also try to find the readyfortv fade where the editor gave up on making sense of the stock i was disappointed the crock did not get to try out its sotto voce tenor with a soliloquy on environmentalismor crocky appreciation but the quasicaptain ahab of the story does get his tour de force speach perhaps in the coming years well see a crock galloping off after a shootout into a golden sunset or hopefully a monkey will flush a crocky down the toilet of an international space station for midgets and enjoy the exploitative waltz of zerog monkeymidgetcrocodile bloodshed allinall the lack of a whammy bar in the surf music irked me,negative
